,parentDid,positionId,createTime,timeZone,model,updateTime,modelType,state,firmwareVersion,deviceName,did
0,,real2.1105195623932174336,2023-07-30 14:15:45.902,GMT+09:00,lumi.gateway.aqcn03,2023-07-30 14:15:45.902,1,1,3.3.2_0009.0004,스마트 허브,lumi1.54ef4432208f
1,lumi1.54ef4432208f,real2.1105195623932174336,2023-07-30 14:15:45.902,GMT+09:00,lumi.magnet.agl02,2023-07-30 14:15:45.902,3,1,0.0.0_0029,Door,lumi.54ef4410003fde9f
2,lumi1.54ef4432208f,real2.1105195623932174336,2023-07-30 14:15:45.902,GMT+09:00,lumi.magnet.agl02,2023-07-30 14:15:45.902,3,1,0.0.0_0029,Microwave,lumi.54ef4410003fd7fe
3,lumi1.54ef4432208f,real2.1105195623932174336,2023-07-30 14:15:45.902,GMT+09:00,lumi.vibration.aq1,2023-07-30 14:15:45.902,3,1,0.0.0_0008,Washer,lumi.158d0008d0cc42
4,lumi1.54ef4432208f,real2.1105195623932174336,2023-07-30 14:15:45.902,GMT+09:00,lumi.vibration.aq1,2023-07-30 14:15:45.902,3,1,0.0.0_0008,Fridge,lumi.158d0008d0cf33
5,lumi1.54ef4432208f,real2.1105195623932174336,2023-07-30 14:15:45.902,GMT+09:00,lumi.sensor_ht.agl02,2023-07-30 14:15:45.902,3,1,0.0.0_0028,Temperature and Humidity Sensor,lumi.54ef44100053a193
6,lumi1.54ef4432208f,real2.1105195623932174336,2023-07-30 14:15:45.902,GMT+09:00,lumi.sen_ill.agl01,2023-07-30 14:15:45.902,3,1,0.0.0_0027,Light Detection Sensor,lumi.4cf8cdf3c8dcfa2
7,lumi1.54ef4432208f,real2.1105195623932174336,2023-07-30 14:15:45.902,GMT+09:00,lumi.motion.agl02,2023-07-30 14:15:45.902,3,1,0.0.0_0035,Motion Sensor,lumi.54ef44100051aa5f
8,lumi1.54ef4432208f,real2.1105195623932174336,2023-07-30 14:19:51.083,GMT+09:00,lumi.vibration.aq1,2023-07-30 14:19:51.083,3,0,0.0.0_0008,chair,lumi.158d0008d0be2b
9,lumi1.54ef4432208f,real2.1105195623932174336,2023-07-30 14:21:27.397,GMT+09:00,lumi.plug.maeu01,2023-07-30 14:21:27.397,3,1,0.0.0_0041,tv,lumi.54ef4410001e9c6b
10,lumi1.54ef4432208f,real2.1105195623932174336,2023-10-16 12:17:02.862,GMT+09:00,lumi.vibration.aq1,2023-10-16 12:17:02.862,3,1,0.0.0_0008,Chair,lumi.158d0008f32cc0
