,startdate,enddate,date,created,modified,wakeupduration,wakeupcount,durationtosleep,remsleepduration,durationtowakeup,total_timeinbed,total_sleep_time,sleep_efficiency,sleep_latency,wakeup_latency,waso,nb_rem_episodes,out_of_bed_count,lightsleepduration,deepsleepduration
0,2023-03-13 04:59:00,2023-03-13 10:07:00,2023-03-13,2023-03-13 10:08:19,2023-03-13 10:23:13,1260,0,1080,5760,180,18480,17220,0.93,1080,180,0,3,0,6780,4680
1,2023-03-13 18:01:00,2023-03-13 19:27:00,2023-03-13,2023-03-13 19:28:16,2023-03-13 19:28:15,960,0,600,0,360,5160,4200,0.81,600,360,0,0,0,2220,1980
2,2023-03-14 05:15:00,2023-03-14 10:13:00,2023-03-14,2023-03-14 10:14:27,2023-03-14 10:45:27,960,0,960,3300,0,17880,16920,0.95,960,0,0,2,0,10320,3300
3,2023-03-14 21:00:00,2023-03-15 09:17:00,2023-03-15,2023-03-15 09:18:26,2023-03-15 09:18:25,8400,3,1200,5040,0,39360,30960,0.79,1200,0,12060,4,6,17040,8880
4,2023-03-15 16:17:00,2023-03-15 17:31:00,2023-03-15,2023-03-15 17:32:14,2023-03-15 17:47:13,3780,0,3780,0,0,4440,660,0.15,3780,0,0,0,0,300,360
5,2023-03-15 23:52:00,2023-03-16 08:21:00,2023-03-16,2023-03-16 08:22:21,2023-03-16 08:37:13,3000,2,2220,7500,60,30120,27120,0.9,2220,60,1140,7,1,10260,9360
6,2023-03-17 01:33:00,2023-03-17 07:41:00,2023-03-17,2023-03-17 07:42:17,2023-03-17 07:57:13,4440,1,2700,2760,1320,22020,17580,0.8,2700,1320,480,1,1,8400,6420
7,2023-03-17 23:09:00,2023-03-18 10:09:00,2023-03-18,2023-03-18 10:10:14,2023-03-18 10:25:12,9180,8,2760,3060,720,37620,28440,0.76,2760,720,7680,5,9,17460,7920
8,2023-03-18 12:13:00,2023-03-18 12:50:00,2023-03-18,2023-03-18 12:51:14,2023-03-18 12:51:13,480,0,0,0,480,2220,1740,0.78,0,480,0,0,0,1740,0
